peptide_id;protein_id
agilent_103626;agilent_50533
agilent_103627;agilent_41174
agilent_10363;agilent_588
agilent_103631;agilent_22370
agilent_103632;agilent_43629
agilent_103634;agilent_27969
agilent_10364;agilent_2564
agilent_103640;agilent_25808
agilent_103646;agilent_15118
agilent_103648;agilent_23258
agilent_103649;agilent_17717
agilent_10365;agilent_9
agilent_103650;agilent_25907
agilent_103651;agilent_79086
agilent_103652;agilent_51433
agilent_103653;agilent_20139
agilent_103654;agilent_14809
agilent_103655;agilent_19760
agilent_103659;agilent_26454
agilent_103660;agilent_37283
agilent_103667;agilent_38584
agilent_103669;agilent_35090
agilent_103674;agilent_31779
agilent_103684;agilent_103684
agilent_103686;agilent_22426
agilent_103689;agilent_50500
agilent_103694;agilent_100048
agilent_103696;agilent_29405
agilent_103698;agilent_21548
agilent_1037;agilent_80
agilent_10371;agilent_2134
agilent_103715;agilent_32169
agilent_103716;agilent_33249
agilent_10372;agilent_207
agilent_103727;agilent_14612
agilent_103729;agilent_103729
agilent_10373;agilent_251
agilent_103734;agilent_19135
agilent_103737;agilent_103737
agilent_103750;agilent_33548
agilent_103752;agilent_16745
agilent_103753;agilent_17859
agilent_103754;agilent_39293
agilent_103756;agilent_30267
agilent_103757;agilent_77410
agilent_103760;agilent_16552
agilent_103761;agilent_17892
agilent_103762;agilent_16306
agilent_103774;agilent_16352
agilent_103777;agilent_73794
agilent_103782;agilent_103782
agilent_103784;agilent_103784
agilent_103788;agilent_45532
agilent_103789;agilent_24404
agilent_10379;agilent_136
agilent_103793;agilent_13801
agilent_1038;agilent_707
agilent_103804;agilent_70352
agilent_103807;agilent_23318
agilent_103808;agilent_12065
agilent_103809;agilent_27699
agilent_10381;agilent_174
agilent_103817;agilent_35131
agilent_10382;agilent_192
agilent_103820;agilent_65469
agilent_103824;agilent_12045
agilent_103843;agilent_48446
agilent_103846;agilent_14967
agilent_103847;agilent_22608
agilent_103852;agilent_12577
agilent_103856;agilent_13432
agilent_103860;agilent_18429
agilent_103861;agilent_103861
agilent_103862;agilent_24984
agilent_103863;agilent_22363
agilent_103868;agilent_28137
agilent_103870;agilent_34606
agilent_103873;agilent_103873
agilent_103874;agilent_36969
agilent_103877;agilent_53802
agilent_10388;agilent_471
agilent_103882;agilent_18217
agilent_103883;agilent_37718
agilent_103885;agilent_70667
agilent_103888;agilent_13695
agilent_10389;agilent_237
agilent_103893;agilent_34682
agilent_103895;agilent_36745
agilent_103896;agilent_45088
agilent_1039;agilent_87
agilent_10390;agilent_204
agilent_103905;agilent_27804
agilent_10391;agilent_229
agilent_103913;agilent_28800
agilent_103914;agilent_75447
agilent_103916;agilent_35193
agilent_103917;agilent_26800
agilent_10392;agilent_429
agilent_103920;agilent_35058
agilent_103930;agilent_36243
agilent_103931;agilent_26488
agilent_103933;agilent_16319
agilent_103936;agilent_21433
agilent_103939;agilent_13790
agilent_10394;agilent_1002
agilent_103942;agilent_103942
agilent_103950;agilent_103950
agilent_103951;agilent_13311
agilent_103952;agilent_63364
agilent_103953;agilent_71841
agilent_103954;agilent_30650
agilent_103957;agilent_19217
agilent_10396;agilent_221
agilent_103961;agilent_41951
agilent_103972;agilent_46796
agilent_103976;agilent_49307
agilent_103984;agilent_40090
agilent_103990;agilent_103990
agilent_103992;agilent_17800
agilent_103993;agilent_13924
agilent_103994;agilent_23390
agilent_103996;agilent_97917
agilent_103997;agilent_16020
agilent_104;agilent_104
agilent_1040;agilent_58
agilent_10400;agilent_689
agilent_104002;agilent_13872
agilent_104003;agilent_25087
agilent_104004;agilent_13737
agilent_104007;agilent_38295
agilent_104009;agilent_39676
agilent_10401;agilent_276
agilent_104011;agilent_78769
agilent_10402;agilent_276
agilent_10403;agilent_276
agilent_104034;agilent_16868
agilent_104038;agilent_19979
agilent_104041;agilent_30355
agilent_104047;agilent_60367
agilent_104049;agilent_13778
agilent_104050;agilent_100213
agilent_104053;agilent_20916
agilent_104058;agilent_17251
agilent_10406;agilent_315
agilent_104060;agilent_104060
agilent_104061;agilent_13265
agilent_104062;agilent_18135
agilent_104064;agilent_24030
agilent_104071;agilent_18441
agilent_104072;agilent_32108
agilent_104074;agilent_31369
agilent_104077;agilent_21626
agilent_104079;agilent_35756
agilent_104082;agilent_63002
agilent_104083;agilent_71266
agilent_104086;agilent_12423
agilent_10409;agilent_349
agilent_104090;agilent_29400
agilent_104092;agilent_104092
agilent_104096;agilent_81027
agilent_104098;agilent_44361
agilent_10410;agilent_1173
agilent_104102;agilent_24176
agilent_104107;agilent_52169
agilent_104109;agilent_34019
agilent_104114;agilent_14631
agilent_104124;agilent_16271
agilent_104127;agilent_22849
agilent_104141;agilent_23445
agilent_104145;agilent_18052
agilent_10415;agilent_251
agilent_104150;agilent_63636
agilent_104152;agilent_20491
agilent_104153;agilent_59063
agilent_104159;agilent_16706
agilent_10416;agilent_80
agilent_104163;agilent_15786
agilent_104164;agilent_55708
agilent_104166;agilent_23991
agilent_10417;agilent_4
agilent_104170;agilent_15793
agilent_104173;agilent_45780
agilent_104180;agilent_20482
agilent_104188;agilent_13875
agilent_104189;agilent_104189
agilent_104191;agilent_16594
agilent_104193;agilent_46780
agilent_104195;agilent_103941
agilent_1042;agilent_67
agilent_104213;agilent_15514
agilent_104214;agilent_34477
agilent_104215;agilent_13247
agilent_104217;agilent_44076
agilent_104218;agilent_30512
agilent_104219;agilent_14362
agilent_104220;agilent_47405
agilent_104225;agilent_104225
agilent_104226;agilent_12371
agilent_10423;agilent_163
agilent_104234;agilent_22151
agilent_104236;agilent_31009
agilent_104238;agilent_40206
agilent_104240;agilent_104240
agilent_104242;agilent_50070
agilent_104248;agilent_52143
agilent_104252;agilent_29673
agilent_104258;agilent_24978
agilent_10426;agilent_636
agilent_104260;agilent_45722
agilent_104267;agilent_24836
agilent_10428;agilent_243
agilent_104282;agilent_58580
agilent_104286;agilent_78768
agilent_104288;agilent_17194
agilent_104291;agilent_16696
agilent_104304;agilent_14923
agilent_104306;agilent_13479
agilent_104312;agilent_22213
agilent_104315;agilent_39858
agilent_10432;agilent_67
agilent_104326;agilent_13651
agilent_104333;agilent_26962
agilent_104338;agilent_14611
agilent_104341;agilent_52591
agilent_104346;agilent_58362
agilent_104349;agilent_104349
agilent_104351;agilent_49305
agilent_104352;agilent_39292
agilent_104353;agilent_29786
agilent_104355;agilent_34455
agilent_104360;agilent_46216
agilent_104368;agilent_26242
agilent_104369;agilent_19444
agilent_104371;agilent_34424
agilent_104373;agilent_26257
agilent_104377;agilent_17536
agilent_104379;agilent_31835
agilent_10438;agilent_67
agilent_104382;agilent_41389
agilent_104384;agilent_104384
agilent_104385;agilent_29150
agilent_104389;agilent_21896
agilent_104398;agilent_13361
agilent_10440;agilent_193
agilent_104401;agilent_15701
agilent_104402;agilent_29483
agilent_104408;agilent_104408
agilent_10441;agilent_9426
agilent_104414;agilent_14170
agilent_104416;agilent_104416
agilent_10442;agilent_2567
agilent_104422;agilent_20882
agilent_104428;agilent_18657
agilent_104430;agilent_17905
agilent_104431;agilent_28015
agilent_104433;agilent_16020
agilent_104434;agilent_15999
agilent_104436;agilent_87766
agilent_104439;agilent_31486
agilent_104448;agilent_104448
agilent_104454;agilent_17719
agilent_104456;agilent_13541
agilent_104463;agilent_28725
agilent_104464;agilent_21514
agilent_104465;agilent_39471
agilent_104471;agilent_59394
agilent_104472;agilent_55218
agilent_104475;agilent_30802
agilent_104476;agilent_21924
agilent_104479;agilent_13016
agilent_10448;agilent_297
agilent_104482;agilent_35366
agilent_10449;agilent_174
agilent_104490;agilent_20978
agilent_104491;agilent_30620
agilent_104494;agilent_14117
agilent_104495;agilent_23923
agilent_104497;agilent_63989
agilent_1045;agilent_110
agilent_104502;agilent_50317
agilent_104503;agilent_27019
agilent_104504;agilent_49419
agilent_104505;agilent_13170
agilent_104511;agilent_42017
agilent_104513;agilent_34618
agilent_104517;agilent_104240
agilent_10452;agilent_349
agilent_104523;agilent_31268
agilent_104528;agilent_28392
agilent_104529;agilent_16072
agilent_104535;agilent_39163
agilent_104539;agilent_14877
agilent_104543;agilent_104543
agilent_104545;agilent_28166
agilent_10455;agilent_4413
agilent_104552;agilent_14643
agilent_104556;agilent_23561
agilent_104560;agilent_15484
agilent_104562;agilent_16573
agilent_104563;agilent_31467
agilent_104574;agilent_32020
agilent_104575;agilent_17019
agilent_104577;agilent_22977
agilent_104578;agilent_41688
agilent_104581;agilent_13608
agilent_104582;agilent_17879
agilent_104583;agilent_36288
agilent_104584;agilent_37051
agilent_104590;agilent_38584
agilent_104598;agilent_18014
agilent_1046;agilent_189
agilent_104607;agilent_74262
agilent_10461;agilent_1408
agilent_104621;agilent_22710
agilent_104623;agilent_35259
agilent_104629;agilent_18872
agilent_104634;agilent_104634
agilent_104637;agilent_14887
agilent_104638;agilent_20905
agilent_104645;agilent_83061
agilent_104654;agilent_71030
agilent_104657;agilent_15331
agilent_104662;agilent_32858
agilent_104664;agilent_56973
agilent_104665;agilent_23154
agilent_10467;agilent_67
agilent_104674;agilent_18024
agilent_104676;agilent_15255
agilent_104686;agilent_32108
agilent_104688;agilent_104688
agilent_104692;agilent_52165
agilent_104694;agilent_14150
agilent_104706;agilent_29396
agilent_104710;agilent_18401
agilent_104713;agilent_27574
agilent_10472;agilent_2564
agilent_104721;agilent_44696
agilent_104723;agilent_36137
agilent_104727;agilent_14450
agilent_104728;agilent_37683
agilent_104729;agilent_84591
agilent_10473;agilent_242
agilent_104736;agilent_16503
agilent_104737;agilent_12145
agilent_104741;agilent_47227
agilent_104742;agilent_17023
agilent_104748;agilent_14422
agilent_104749;agilent_92347
agilent_10475;agilent_18
agilent_104752;agilent_104752
agilent_104754;agilent_104754
agilent_104755;agilent_104755
agilent_104757;agilent_26429
agilent_104758;agilent_25343
agilent_104759;agilent_14393
agilent_104761;agilent_64531
agilent_104763;agilent_47074
agilent_104767;agilent_37501
agilent_104770;agilent_18320
agilent_104771;agilent_28326
agilent_104774;agilent_68161
agilent_104778;agilent_104778
agilent_104782;agilent_79307
agilent_104783;agilent_18944
agilent_104786;agilent_14976
agilent_10479;agilent_465
agilent_104792;agilent_29165
agilent_104802;agilent_17183
agilent_104804;agilent_104804
agilent_104817;agilent_13747
agilent_104818;agilent_104818
agilent_104827;agilent_13521
agilent_104828;agilent_20505
agilent_104831;agilent_37683
agilent_104834;agilent_43750
agilent_104837;agilent_29406
agilent_104840;agilent_22054
agilent_104842;agilent_39485
agilent_104843;agilent_64562
agilent_104858;agilent_12567
agilent_104860;agilent_13177
agilent_104861;agilent_104861
agilent_104866;agilent_36878
agilent_104878;agilent_19515
agilent_10488;agilent_797
agilent_104880;agilent_14827
agilent_104881;agilent_44178
agilent_104884;agilent_17071
agilent_104885;agilent_25247
agilent_104893;agilent_62162
agilent_104895;agilent_26801
agilent_104899;agilent_15745
agilent_104900;agilent_78697
agilent_104902;agilent_13360
agilent_104904;agilent_29091
agilent_104905;agilent_12718
agilent_104911;agilent_18658
agilent_104912;agilent_22709
agilent_104913;agilent_92216
agilent_104914;agilent_22089
agilent_10492;agilent_7940
agilent_104922;agilent_37806
agilent_104926;agilent_23138
agilent_104932;agilent_44624
agilent_104937;agilent_102168
agilent_104943;agilent_24117
agilent_104945;agilent_29111
agilent_10495;agilent_1612
agilent_104952;agilent_15143
agilent_104967;agilent_58834
agilent_104969;agilent_15177
agilent_104975;agilent_44767
agilent_104978;agilent_24664
agilent_104980;agilent_12437
agilent_104983;agilent_24875
agilent_10499;agilent_2638
agilent_104993;agilent_33341
agilent_105001;agilent_20316
agilent_105008;agilent_13007
agilent_105016;agilent_26285
agilent_10502;agilent_2746
agilent_105023;agilent_80627
agilent_105024;agilent_12684
agilent_10503;agilent_324
agilent_105031;agilent_105031
agilent_105035;agilent_25667
agilent_105036;agilent_15360
agilent_105038;agilent_12920
agilent_105039;agilent_22015
agilent_105042;agilent_36662
agilent_105057;agilent_60357
agilent_105062;agilent_16923
agilent_105067;agilent_36001
agilent_105072;agilent_71079
agilent_105079;agilent_21197
agilent_10508;agilent_152
agilent_105082;agilent_33072
agilent_105083;agilent_18110
agilent_10509;agilent_152
agilent_105093;agilent_24321
agilent_105094;agilent_63310
agilent_10510;agilent_152
agilent_105102;agilent_105102
agilent_10511;agilent_207
agilent_105115;agilent_29133
agilent_105120;agilent_14529
agilent_10513;agilent_2016
agilent_105137;agilent_19711
agilent_105138;agilent_40667
agilent_105139;agilent_51004
agilent_10514;agilent_110
agilent_105141;agilent_13807
agilent_105143;agilent_12125
agilent_105150;agilent_35871
agilent_105161;agilent_52945
agilent_105167;agilent_105167
agilent_105171;agilent_17163
agilent_105172;agilent_13470
agilent_105174;agilent_105174
agilent_105179;agilent_17558
agilent_105181;agilent_72602
agilent_105183;agilent_23641
agilent_105185;agilent_19631
agilent_105187;agilent_13804
agilent_10519;agilent_131
agilent_105190;agilent_24433
agilent_105191;agilent_14729
agilent_105195;agilent_33852
agilent_105197;agilent_74944
agilent_105199;agilent_26490
agilent_10521;agilent_6742
agilent_105212;agilent_28803
agilent_105228;agilent_20443
agilent_105230;agilent_30293
agilent_105232;agilent_34451
agilent_105240;agilent_41436
agilent_105249;agilent_15019
agilent_105254;agilent_26544
agilent_105256;agilent_72715
agilent_10527;agilent_269
agilent_105275;agilent_42753
agilent_105276;agilent_24847
agilent_105278;agilent_26718
agilent_10528;agilent_95
agilent_105281;agilent_47418
agilent_105286;agilent_50669
agilent_105290;agilent_12995
agilent_105294;agilent_13607
agilent_105298;agilent_33548
agilent_105302;agilent_23986
agilent_105305;agilent_105305
agilent_105312;agilent_105312
agilent_105313;agilent_14008
agilent_105322;agilent_17256
agilent_105324;agilent_29232
agilent_105328;agilent_34064
agilent_10533;agilent_497
agilent_105345;agilent_24869
agilent_10535;agilent_18
agilent_105351;agilent_36713
agilent_105353;agilent_105353
agilent_105356;agilent_16723
agilent_105363;agilent_30301
agilent_105365;agilent_40048
agilent_105367;agilent_32283
agilent_105374;agilent_105374
agilent_105379;agilent_26701
agilent_10538;agilent_198
agilent_105383;agilent_97917
agilent_105384;agilent_19791
agilent_105385;agilent_30361
agilent_105388;agilent_44724
agilent_105391;agilent_28085
agilent_105396;agilent_23557
agilent_1054;agilent_4
agilent_105401;agilent_25087
agilent_105402;agilent_28803
agilent_105404;agilent_105404
agilent_105408;agilent_80839
agilent_105409;agilent_29271
agilent_10541;agilent_1195
agilent_105410;agilent_32862
agilent_105415;agilent_14977
agilent_105418;agilent_37693
agilent_105420;agilent_12084
agilent_105421;agilent_32218
agilent_105426;agilent_27830
agilent_105427;agilent_20472
agilent_105429;agilent_105429
agilent_105432;agilent_19144
agilent_105434;agilent_30493
agilent_105439;agilent_34016
agilent_105441;agilent_38673
agilent_105453;agilent_16341
agilent_105462;agilent_75012
agilent_105463;agilent_21404
agilent_105466;agilent_30455
agilent_105467;agilent_54170
agilent_105469;agilent_20505
agilent_105470;agilent_44164
agilent_105473;agilent_12274
agilent_105480;agilent_27254
agilent_105484;agilent_19468
agilent_10549;agilent_2602
agilent_105497;agilent_38818
agilent_105502;agilent_105502
agilent_105512;agilent_24438
agilent_105514;agilent_16559
agilent_105517;agilent_52771
agilent_105521;agilent_75318
agilent_105528;agilent_17850
agilent_105535;agilent_15006
agilent_105544;agilent_29141
agilent_105550;agilent_12957
agilent_105552;agilent_31770
agilent_105554;agilent_37779
agilent_105559;agilent_18357
agilent_10556;agilent_715
agilent_105561;agilent_48787
agilent_105563;agilent_29420
agilent_105564;agilent_22845
agilent_10557;agilent_715
agilent_105571;agilent_14778
agilent_105577;agilent_61861
agilent_10558;agilent_715
agilent_105582;agilent_37057
